Genre,Style,Category,Variation,Video
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,C,https://www.youtube.com/watch?v=hArOuu0DEoA
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=a9cOoVqJfHA
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=eNWADMW9Wao
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=zkwbSFUVFII
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=lXeSdbThLfI
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=4bddsE18SDw
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=KtjmkaNZoJ4
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=0J1iSLOlMyI
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=c12jYdoFGp8
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=Gg4yooxZz_A
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=OV8ZrPuMsh4
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=XLA9EQOUfqs
Latin Dances,Salsa & Cha Cha,Crossed-Handed Figures,S,https://www.youtube.com/watch?v=lQ-CIfbaoYo
Latin Dances,Salsa & Cha Cha,Copas,S,https://www.youtube.com/watch?v=SCpTUuGFp2M
Latin Dances,Salsa & Cha Cha,Copas,S,https://www.youtube.com/watch?v=nte8OYk1aSU
Latin Dances,Salsa & Cha Cha,Copas,S,https://www.youtube.com/watch?v=IrWy7gzBZMA
Latin Dances,Salsa & Cha Cha,Copas,S,https://www.youtube.com/watch?v=jkVPdf2YFWc
Latin Dances,Salsa & Cha Cha,WCS-Inspired Figures,S,https://www.youtube.com/watch?v=uXD8OxbEF9M
Latin Dances,Salsa & Cha Cha,WCS-Inspired Figures,S,https://www.youtube.com/watch?v=DyUyD3ARBug
Latin Dances,Salsa & Cha Cha,WCS-Inspired Figures,S,https://www.youtube.com/watch?v=eu9rLuVY0AI
Latin Dances,Salsa & Cha Cha,Tango-Inspired Figures,S,https://www.youtube.com/watch?v=Jp_26C-YKpc
Latin Dances,Salsa & Cha Cha,Tango-Inspired Figures,S,https://www.youtube.com/watch?v=pjxu6j1-pDo
Latin Dances,Salsa & Cha Cha,Tango-Inspired Figures,S,https://www.youtube.com/watch?v=xHjYuP3mtfU
Latin Dances,Salsa & Cha Cha,Dips and Tricks,S,https://www.youtube.com/watch?v=laoxsCe0J18
Latin Dances,Salsa & Cha Cha,Dips and Tricks,S,https://www.youtube.com/watch?v=v1BPe-LQA30
Latin Dances,Salsa & Cha Cha,Dips and Tricks,S,https://www.youtube.com/watch?v=bFC02bUpo-I
Latin Dances,Salsa & Cha Cha,Shine Steps,S,https://www.youtube.com/watch?v=ZPFNTUx7KAE
Latin Dances,Salsa & Cha Cha,Shine Steps,C,https://www.youtube.com/watch?v=FgL3oSdwNnY
Latin Dances,Salsa & Cha Cha,Shine Steps,S,https://www.youtube.com/watch?v=w_1g7IDm6YQ
Latin Dances,Salsa & Cha Cha,Shine Steps,S,https://www.youtube.com/watch?v=ilRHHP6s3xI
Latin Dances,Salsa & Cha Cha,Shine Steps,S,https://www.youtube.com/watch?v=AcrLwBqE9jw
Latin Dances,Salsa & Cha Cha,Shine Steps,S,https://www.youtube.com/watch?v=hMyeDx-RCvs
Latin Dances,Salsa & Cha Cha,Hand Styling,S,https://www.youtube.com/watch?v=B-15nLD1law
Latin Dances,Salsa & Cha Cha,Hand Styling,S,https://www.youtube.com/watch?v=QhxdJjRlyKQ
Latin Dances,Salsa & Cha Cha,Hand Styling,S,https://www.youtube.com//watch?v=tNugJcOiJk0
Latin Dances,Salsa & Cha Cha,Hand Styling,S,https://www.youtube.com/watch?v=81O2W4HIfvk
Latin Dances,Salsa & Cha Cha,Alternate Timings,C,https://www.youtube.com/watch?v=koKRhvVtfNQ
Latin Dances,Social Tango,Fans,Five Step Promenade (Changing Hands),https://www.youtube.com/watch?v=MeRaVi6DQ1M
Latin Dances,Social Tango,Fans,Five Step Promenade (Scorpion Position),https://www.youtube.com/watch?v=IYHp3kYAdYQ
Latin Dances,Social Tango,Fans,Backing Fan (American Tango Basic),https://www.youtube.com/watch?v=3HDbxYLhSfo
Latin Dances,Social Tango,Fans,Backing Left Turn Fan,https://www.youtube.com/watch?v=eeV7-2H0oU0
Latin Dances,Social Tango,Fans,Promenade Left Turn Fan (Social Tango Basic),https://www.youtube.com/watch?v=yU9W9X4T9iU
Latin Dances,Social Tango,Fans,Promenade Right Turn Fan,https://www.youtube.com/watch?v=l62d8EVxU0w
Latin Dances,Social Tango,Fans,Trouble Step (False Step Corte Fan),https://www.youtube.com/watch?v=R_mw2D6OISk
Latin Dances,Social Tango,Fans,Lead's Rocking Left Turn Fan,https://www.youtube.com/watch?v=FElixTXCP1E
Latin Dances,Social Tango,Fans,Follow's Rocking Right Turn Fan,https://www.youtube.com/watch?v=PKM5vAoxzXo
Latin Dances,Social Tango,Fans,Lead's Grapevine Fan,https://www.youtube.com/watch?v=vUYH-D5u_lk
Latin Dances,Social Tango,Fans,Follow's Grapevine Fan,https://www.youtube.com/watch?v=ELGfOgECzQI
Latin Dances,Social Tango,Fans,Side Sway Fan,https://www.youtube.com/watch?v=jcdzasGBh50
Latin Dances,Social Tango,Walking Steps,Scorpion Side Steps,https://www.youtube.com/watch?v=AmXEb2VeNQw
Latin Dances,Social Tango,Walking Steps,Scorpion Side Steps (Long Version),https://www.youtube.com/watch?v=0H8oELyCZE0
Latin Dances,Social Tango,Walking Steps,Promenade Scorpion Side Steps,https://www.youtube.com/watch?v=0xjX6lyrtDY
Latin Dances,Social Tango,Walking Steps,Rueda,https://www.youtube.com/watch?v=_qpvvp3CRWE
Latin Dances,Social Tango,Walking Steps,Pomander Turn,https://www.youtube.com/watch?v=dB4A4lcRaFE
Latin Dances,Social Tango,Walking Steps,"""Advanced"" Tango (Not Matching Partner)",https://www.youtube.com/watch?v=2BYY2qpQ1tg
Latin Dances,Social Tango,Chassé Timing,Tango Chassé,https://www.youtube.com/watch?v=2iqeE6t2cgI
Latin Dances,Social Tango,Grapevines,Grapevine with Dive Bomb Exit,https://www.youtube.com/watch?v=WwXDekytpJ4
Latin Dances,Social Tango,Grapevines,Long Grapevine,https://www.youtube.com/watch?v=mnvyluQ4cjU
Latin Dances,Social Tango,Grapevines,Grapevine (Chassé Timing),https://www.youtube.com/watch?v=lbK2lpNLNOY
Latin Dances,Social Tango,Grapevines,Grapevine (Off the Music),https://www.youtube.com/watch?v=BSz1Enex1Pk
Latin Dances,Social Tango,Grapevines,Grapevine (Follow Only),https://www.youtube.com/watch?v=uthm1jUw-Rs
Latin Dances,Social Tango,Grapevines,Drunken Grapevine,https://www.youtube.com/watch?v=pfQFzPomUJ4
Latin Dances,Social Tango,Grapevines,Grapevine Rueda,https://www.youtube.com/watch?v=IThi3JfskmI
Latin Dances,Social Tango,Grapevines,Backled Grapevine Ochos Hijack,https://www.youtube.com/watch?v=IOKpg3RMzQw
Latin Dances,Social Tango,Ochos,Single Ocho,https://www.youtube.com/watch?v=tApqpKQBD4I
Latin Dances,Social Tango,Ochos,Multiple Ochos,https://www.youtube.com/watch?v=AaHZt-esM7Q
Latin Dances,Social Tango,Ochos,Promenade to Ochos,https://www.youtube.com/watch?v=MTaYrURZ48U
Latin Dances,Social Tango,Ochos,Follow's Solo,https://www.youtube.com/watch?v=Oaj3IUUel6w
Latin Dances,Social Tango,Ochos,Touches,https://www.youtube.com/watch?v=LAk-c9ruet8
Latin Dances,Social Tango,Ochos,Kicks,https://www.youtube.com/watch?v=GJb_u58cvcE
Latin Dances,Social Tango,Ochos,Sweeps,https://www.youtube.com/watch?v=mfx3W_jn6uM
Latin Dances,Social Tango,Ochos,Feather Stitch,https://www.youtube.com/watch?v=nocSd32zANw
Latin Dances,Social Tango,Ochos,Fast Swivels,https://www.youtube.com/watch?v=9S5gOMYW0uU
Latin Dances,Social Tango,Media Luna,Media Luna,https://www.youtube.com/watch?v=HuReLEd-G5w
Latin Dances,Social Tango,Media Luna,Repeated Media Luna,https://www.youtube.com/watch?v=ISXcl-qzisg
Latin Dances,Social Tango,Media Luna,Media Luna and Five Step Promenade,https://www.youtube.com/watch?v=TfODiVVVvMI
Latin Dances,Social Tango,Media Lunas (Puzzle Steps),Three Step Promenade (from Empress Tango),https://www.youtube.com/watch?v=Afd7zVitEuE
Latin Dances,Social Tango,Media Lunas (Puzzle Steps),Media Luna Sanjuanina (Box Step),https://www.youtube.com/watch?v=2_tN961Gi5U
Latin Dances,Social Tango,Media Lunas (Puzzle Steps),Media Luna Puntana (Rocking Box),https://www.youtube.com/watch?v=nucqGN0Z3oQ
Latin Dances,Social Tango,Media Lunas (Puzzle Steps),Media Luna Lola (Trapezoid Box),https://www.youtube.com/watch?v=gUfziMOdCR0
Latin Dances,Social Tango,Rocking Steps,Molinete,https://www.youtube.com/watch?v=4dI49UWX7gE
Latin Dances,Social Tango,Rocking Steps,Molinete (Chassé Timing),https://www.youtube.com/watch?v=iz1eJmmpLec
Latin Dances,Social Tango,Rocking Steps,Single Rocking Corte,https://www.youtube.com/watch?v=WxdnpG97DlE
Latin Dances,Social Tango,Rocking Steps,Double Rocking Corte,https://www.youtube.com/watch?v=y22C9ImqpgE
Latin Dances,Social Tango,Rocking Steps,Backing Rocking Corte,https://www.youtube.com/watch?v=OkyaqyvN5m0
Latin Dances,Social Tango,Rocking Steps,Rockaway Lunge,https://www.youtube.com/watch?v=Dqfkel1lb3I
Latin Dances,Social Tango,Rocking Steps,Rockaway Lunge (Follow's Solo Version),https://www.youtube.com/watch?v=UCYUS42x_tQ
Latin Dances,Social Tango,Rocking Steps,Rocking Promenade (Chassé Timing),https://www.youtube.com/watch?v=YGOS8B-K4Wc
Latin Dances,Social Tango,Pivots,Pivots (Chassé Timing),https://www.youtube.com/watch?v=h6JPYVrPuNA
Latin Dances,Social Tango,Pivots,Pivots out of a Dip,https://www.youtube.com/watch?v=2j9RJCxj_EI
Latin Dances,Social Tango,Added Styling,Frotado,https://www.youtube.com/watch?v=Njl_kv-AhS4
Latin Dances,Social Tango,Added Styling,Lead's Shoe Polishing,https://www.youtube.com/watch?v=is4G0ugfUWw
Latin Dances,Social Tango,Added Styling,Lead's Heel Rap,https://www.youtube.com/watch?v=_MwgPYEZAe0
Latin Dances,Social Tango,Added Styling,Using All the Time to Close,https://www.youtube.com/watch?v=UEzrL7g9ri4
Latin Dances,Social Tango,Added Styling,Silence,https://www.youtube.com/watch?v=EAHtYx9kS9k
Latin Dances,Social Tango,Tango Endings,Side Step Dip (on 1),https://www.youtube.com/watch?v=6Po_USCXlNs
Latin Dances,Social Tango,Tango Endings,Cross-Step Dip (on 3),https://www.youtube.com/watch?v=FDNqdXqzCZU
Latin Dances,Social Tango,Tango Endings,Promenade Dip (on 4),https://www.youtube.com/watch?v=_ZLkPIZswng
Latin Dances,Social Tango,Tango Endings,Inside Turn Cradle Lunge,https://www.youtube.com/watch?v=wrHLlhDOOSc
Latin Dances,Social Tango,Tango Endings,Intensifying Rocking Corte Dip,https://www.youtube.com/watch?v=FCCyx2of1dc
Latin Dances,Social Tango,Tango Endings,Dip after the Music Ends,https://www.youtube.com/watch?v=nAOR922000M
Latin Dances,Social Tango,Tango Endings,Grapevine Dip,https://www.youtube.com/watch?v=EWIoVKUhMl4
Latin Dances,Social Tango,Tango Endings,Backled Dip from Ochos,https://www.youtube.com/watch?v=e2twtcY7dk4
Latin Dances,Social Tango,Collaborative Partnering,Collaborative Partnering,https://www.youtube.com/watch?v=DqCUV7mg1Ys
Latin Dances,Social Tango,Innovation,Innovation,https://www.youtube.com/watch?v=QHTGfagyLiE
Latin Dances,Social Tango,Alternate Timings,Tango Vals (Vals Cruzado),https://www.youtube.com/watch?v=gxWb1VXjP-k
Latin Dances,Social Tango,Alternate Timings,Hesitation Waltz,https://www.youtube.com/watch?v=2vQ6BlBfahY
Latin Dances,Social Tango,Alternate Timings,Fast One Step Tango,https://www.youtube.com/watch?v=rQrlRlc3p6k
Latin Dances,Social Tango,Alternate Timings,Tango Practice Sequence (Frio Tango),https://www.youtube.com/watch?v=0I7KbyiLUPg
Latin Dances,Social Tango,Alternate Timings,The One Step Tango,https://www.youtube.com/watch?v=37F_R_jjLao
Latin Dances,Social Tango,Alternate Timings,The Skater's Tango,https://www.youtube.com/watch?v=WzR3pmyz4Ko
Latin Dances,Social Tango,Alternate Timings,The 2014 Tango,https://www.youtube.com/watch?v=PSN60MLFsfQ
Latin Dances,Social Tango,Alternate Timings,Frotado Tango,https://www.youtube.com/watch?v=3tMngpq_y0o
Latin Dances,Bachata,Basics,Basic (Side Basic),https://www.youtube.com/watch?v=AcNLfrExuE4
Latin Dances,Bachata,Basics,Promenade Basic,https://www.youtube.com/watch?v=inP5vDIIzJ0
Latin Dances,Bachata,Basics,Forward Basic,https://www.youtube.com/watch?v=f7VBUAay5H0
Latin Dances,Bachata,Turns,Outside Turn,https://www.youtube.com/watch?v=D6P6BbHIb6g
Latin Dances,Bachata,Turns,Inside Turn,https://www.youtube.com/watch?v=W7SXthfmJnc
Latin Dances,Bachata,Turns,Outside Turn to Inside Turn,https://www.youtube.com/watch?v=mnrqClzCQLw
Latin Dances,Bachata,Turns,"Waist Slide, Inside Turn",https://www.youtube.com/watch?v=_XZ8Xz8r4kg
Latin Dances,Bachata,Turns,Dishrag,https://www.youtube.com/watch?v=BFtcd638I7k
Latin Dances,Bachata,Turns,Dishrag Sunburst,https://www.youtube.com/watch?v=SXD7iIFCncM
Latin Dances,Bachata,Turns,Free Spins,https://www.youtube.com/watch?v=ok1eCP2Dnoc
Latin Dances,Bachata,Turns,Rollaways,https://www.youtube.com/watch?v=9P0jGyI5SkU
Latin Dances,Bachata,Turns,Tandem (Parallel) Free Spins,https://www.youtube.com/watch?v=S68eoeH_WWQ
Latin Dances,Bachata,Turns,Cradle,https://www.youtube.com/watch?v=5iugI27zOZI
Latin Dances,Bachata,Turns,Cradle Promenade,https://www.youtube.com/watch?v=N2JuQ9qLQ4k
Latin Dances,Bachata,Turns,Matador,https://www.youtube.com/watch?v=WFeltFO8qvM
Latin Dances,Bachata,Crossed Hands,"Waist Slide, R-in-R Inside Turn",https://www.youtube.com/watch?v=KZITKJspPF0
Latin Dances,Bachata,Crossed Hands,Behind the Back Hand Change to Crossed Hands,https://www.youtube.com/watch?v=timEajCZDrI
Latin Dances,Bachata,Crossed Hands,Crossed-Hand Matador,https://www.youtube.com/watch?v=lx2CxVlaw0w
Latin Dances,Bachata,Crossed Hands,Crossed-Hand Double Face Loop,https://www.youtube.com/watch?v=03dGxYiR_Lo
Latin Dances,Bachata,Fancy Footwork,Pivots,https://www.youtube.com/watch?v=HG7nFXaCbQw
Latin Dances,Bachata,Fancy Footwork,Grapevine,https://www.youtube.com/watch?v=3Nsk49r4YJw
Latin Dances,Bachata,Fancy Footwork,Ochos,https://www.youtube.com/watch?v=ORK21kDFp0I
Latin Dances,Bachata,Dips,Cross-Step Dip,https://www.youtube.com/watch?v=NWIAt5DBmsk
Latin Dances,Rumba,Basics,Box,https://www.youtube.com/watch?v=Vbq0pz1x9Qc
Latin Dances,Rumba,Basics,Turning Box,https://www.youtube.com/watch?v=R0_W8wUMkdA
Latin Dances,Rumba,Break Steps,Fall Away Breaks (Flip Flops),https://www.youtube.com/watch?v=b5B4g-hzhE8
Latin Dances,Rumba,Break Steps,Crossover Breaks,https://www.youtube.com/watch?v=_hmCAlg2R3M
Latin Dances,Rumba,Break Steps,Parallel Breaks,https://www.youtube.com/watch?v=MI7wIDKPf88
Latin Dances,Rumba,Turns,Outside Turn,https://www.youtube.com/watch?v=t5ZLtw13chY
Latin Dances,Rumba,Turns,Inside Turn,https://www.youtube.com/watch?v=jz5iNjFw7yc
Latin Dances,Rumba,Turns,Spot Turn,https://www.youtube.com/watch?v=Jj1poIwBP7c
Latin Dances,Rumba,Turns,Swing Moves: Waist Slide,https://www.youtube.com/watch?v=WJRSa3mjMCo
Latin Dances,Rumba,Turns,Swing Moves: Inside Turn,https://www.youtube.com/watch?v=FZXzYX68fBY
Latin Dances,Rumba,Cuban Walks (One Step),Cuban Walks,https://www.youtube.com/watch?v=RrdXvblyyWc
Latin Dances,Rumba,Cuban Walks (One Step),Rueda (Pomander Turn),https://www.youtube.com/watch?v=fNWwZY26RtY
Latin Dances,Rumba,Cuban Walks (One Step),"Rueda, Outside Turn",https://www.youtube.com/watch?v=zKFrFOm3pT8
Latin Dances,Rumba,Cuban Walks (One Step),"Rueda, Inside Turn",https://www.youtube.com/watch?v=9mIOHiUrPJA
Latin Dances,Rumba,Rocking Steps,Molinete,https://www.youtube.com/watch?v=9W7zqnw5syI
Latin Dances,Rumba,Transitions,Transition to Club Two Step,https://www.youtube.com/watch?v=gbQ8X01or7s
Latin Dances,Rumba,Transitions,Transition to Cross-Step Foxtrot,https://www.youtube.com/watch?v=N_DgjyCX5m4
Latin Dances,Rumba,Transitions,Transition to Mambo (QQS),https://www.youtube.com/watch?v=7yMC-fERqNQ
Latin Dances,Rumba,Transitions,Transition to Mambo (SQQ),https://www.youtube.com/watch?v=C3oWTZeNnyc
Latin Dances,Rumba,Transitions,Transition to Social Tango,https://www.youtube.com/watch?v=0CoNMOWBALo
Latin Dances,Samba,Basics,Forward Basic,https://www.youtube.com/watch?v=oZzzjCE_vus
Latin Dances,Samba,Basics,Side Basic,https://www.youtube.com/watch?v=9Ky4_kuwf4M
Latin Dances,Samba,Basics,Turning Basic,https://www.youtube.com/watch?v=eKlSB_89Cfw
Latin Dances,Samba,Basics,Turning Box,https://www.youtube.com/watch?v=XxwWpdVLxy0
Latin Dances,Samba,Basics,Botafogo (Cross-Steps),https://www.youtube.com/watch?v=ZDxCPe2mHr4
Latin Dances,Samba,Travel Steps,Side Steps,https://www.youtube.com/watch?v=4iYPE4lslX0
Latin Dances,Samba,Travel Steps,Promenade,https://www.youtube.com/watch?v=mW95MsNKm-c
Latin Dances,Samba,Travel Steps,Vis á Vis (Pattycake),https://www.youtube.com/watch?v=zOP_D7ZW0KM
Latin Dances,Samba,Pivots,Pivots,https://www.youtube.com/watch?v=1UQEG4qlAGA
Latin Dances,Cumbia,Basics,Basic,https://www.youtube.com/watch?v=iRPcsoRjdxc
Latin Dances,Cumbia,Basics,Flip Flops,https://www.youtube.com/watch?v=B4thDmi5h64
Latin Dances,Cumbia,Spot Turns,Follow's Spot Turn,https://www.youtube.com/watch?v=uY2xKP1nDpE
Latin Dances,Cumbia,Spot Turns,Lead's Spot Turn,https://www.youtube.com/watch?v=NmXkc10-IHs
Latin Dances,Cumbia,Flip Turns (Half Turns),Right Half Turn,https://www.youtube.com/watch?v=ElcENBXXYlQ
Latin Dances,Cumbia,Flip Turns (Half Turns),Left Half Turn,https://www.youtube.com/watch?v=SiMAKC-KjtY
Latin Dances,Cumbia,Triple Turns,Triple Outside Turn,https://www.youtube.com/watch?v=p6w0YqrMAMg
Latin Dances,Cumbia,Triple Turns,Triple Inside Turn,https://www.youtube.com/watch?v=ALl8xQABi3M
Latin Dances,Merengue,Basics,Basics,https://www.youtube.com/watch?v=Ed_7CKMWtmo
Latin Dances,Merengue,Basics,Side Steps,https://www.youtube.com/watch?v=5uzw7y53408
Latin Dances,Merengue,Turns,Basic Turns,https://www.youtube.com/watch?v=FHl63GFUxTc
Latin Dances,Merengue,Wheels,Cradle Wheel,https://www.youtube.com/watch?v=rtxcoCNhI8I
Latin Dances,Merengue,Wheels,Matador Wheel,https://www.youtube.com/watch?v=6HYoVUBqeb0
Latin Dances,Merengue,Fancy Footwork,Double Hesitation,https://www.youtube.com/watch?v=Guh4i4EUISg
Latin Dances,Merengue,Fancy Footwork,Leaping Bugg,https://www.youtube.com/watch?v=a8HhOp_0Mt4
Latin Dances,Zouk,Basics,Basic,https://www.youtube.com/watch?v=BUm7aPkiS3g
Latin Dances,Zouk,Turns,Inside Spot Turn,https://www.youtube.com/watch?v=d4-pOyZt4LI
Latin Dances,Zouk,Cross-Body Lead,Cross-Body Lead,https://www.youtube.com/watch?v=_ykMa1EzWJU
Latin Dances,Zouk,Cross-Body Lead,Cross-Body Inside Turn,https://www.youtube.com/watch?v=npt3iCMu4dY
Latin Dances,Zouk,Corridor (Reverse Cross-Body Lead),Corridor Outside Turn,https://www.youtube.com/watch?v=oKvpM4VW7dE
Latin Dances,Zouk,Corridor (Reverse Cross-Body Lead),Corridor Free Spin,https://www.youtube.com/watch?v=0lKYmCmV4sk
Latin Dances,Zouk,Ochos & Infinity Step,Half Ochos,https://www.youtube.com/watch?v=tDKIGT1Hn2A
Latin Dances,Zouk,Ochos & Infinity Step,Ochos,https://www.youtube.com/watch?v=uXmxOMYfvw4
Latin Dances,Zouk,Ochos & Infinity Step,Ochos with Free Spin Exit,https://www.youtube.com/watch?v=CiXxIDJqeyw
Latin Dances,Zouk,Ochos & Infinity Step,Infinity Step with Free Spin Exit,https://www.youtube.com/watch?v=g7Lk-AaoqQ0
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=ACQY_RR0-bI
Swing Dances,Four Count Swing,Basics,T,https://www.youtube.com/watch?v=uZIpvdgq-p8
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=rfqsGvG-XFo
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=rH19ftx85Y8
Swing Dances,Four Count Swing,Basics,T,https://www.youtube.com/watch?v=ehB6Kz3xBDU
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=wkcz0kg528g
Swing Dances,Four Count Swing,Basics,T,https://www.youtube.com/watch?v=6S-_Y7Q1Atg
Swing Dances,Four Count Swing,Basics,H,https://www.youtube.com/watch?v=9LwcdJH54ik
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=ND6d_oYDAnw
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=oQnagZa0TIE
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=98gZmLLw7hQ
Swing Dances,Four Count Swing,Basics,4,https://www.youtube.com/watch?v=4ADv8rvjQG8
Swing Dances,Four Count Swing,Sendouts,4,https://www.youtube.com/watch?v=18biDD23HhQ
Swing Dances,Four Count Swing,Sendouts,T,https://www.youtube.com/watch?v=YZea10PZWdQ
Swing Dances,Four Count Swing,Sendouts,4,https://www.youtube.com/watch?v=dSPKEDSGRMM
Swing Dances,Four Count Swing,Sendouts,4,https://www.youtube.com/watch?v=ZmRoCbKS01E
Swing Dances,Four Count Swing,Sendouts,4,https://www.youtube.com/watch?v=UrA2Hn8zDJA
Swing Dances,Four Count Swing,Swingout Position (R-in-L),4,https://www.youtube.com/watch?v=MvKohc-k8uw
Swing Dances,Four Count Swing,Swingout Position (R-in-L),T,https://www.youtube.com/watch?v=ZC4OYx9LszU
Swing Dances,Four Count Swing,Swingout Position (R-in-L),H,https://www.youtube.com/watch?v=fV49MHUlChI
Swing Dances,Four Count Swing,Swingout Position (R-in-L),H,https://www.youtube.com/watch?v=nNo3Z0lWsoA
Swing Dances,Four Count Swing,Swingout Position (R-in-L),4,https://www.youtube.com/watch?v=UIqtPtJz2RA
Swing Dances,Four Count Swing,Swingout Position (R-in-L),T,https://www.youtube.com/watch?v=IzqGfvMmkZs
Swing Dances,Four Count Swing,Swingout Position (R-in-L),H,https://www.youtube.com/watch?v=kXDMvBgGZkg
Swing Dances,Four Count Swing,Swingout Position (R-in-L),4,https://www.youtube.com/watch?v=daV7mAwV_h4
Swing Dances,Four Count Swing,Swingout Position (R-in-L),4,https://www.youtube.com/watch?v=b702vs26l5A
Swing Dances,Four Count Swing,Swingout Position (R-in-L),T,https://www.youtube.com/watch?v=618ibVWLK8k
Swing Dances,Four Count Swing,Swingout Position (R-in-L),H,https://www.youtube.com/watch?v=vUiAhg_JIVo
Swing Dances,Four Count Swing,Swingout Position (R-in-L),4,https://www.youtube.com/watch?v=_w92Tk1iXwI
Swing Dances,Four Count Swing,Swingout Position (R-in-L),T,https://www.youtube.com/watch?v=SHywIhXiznE
Swing Dances,Four Count Swing,Swingout Position (R-in-L),H,https://www.youtube.com/watch?v=wJ99yFgvV8w
Swing Dances,Four Count Swing,Swingout Position (R-in-L),4,https://www.youtube.com/watch?v=8eLmrdP3Kiw
Swing Dances,Four Count Swing,Swingout Position (R-in-L),T,https://www.youtube.com/watch?v=jJfaBBSS7cg
Swing Dances,Four Count Swing,Swingout Position (R-in-L),H,https://www.youtube.com/watch?v=HYWb2ke137s
Swing Dances,Four Count Swing,Swingout Position (R-in-L),4,https://www.youtube.com/watch?v=2DTrtPhi3_s
Swing Dances,Four Count Swing,Swingout Position (R-in-L),T,https://www.youtube.com/watch?v=ltwYW7V5zKk
Swing Dances,Four Count Swing,Swingout Position (R-in-L),H,https://www.youtube.com/watch?v=XCqF3vuN9h4
Swing Dances,Four Count Swing,Open Two Hands,4,https://www.youtube.com/watch?v=Ox3KQsLgij4
Swing Dances,Four Count Swing,Open Two Hands,T,https://www.youtube.com/watch?v=8hHqa6HGaN0
Swing Dances,Four Count Swing,Open Two Hands,H,https://www.youtube.com/watch?v=72qUvKG3Rw4
Swing Dances,Four Count Swing,Open Two Hands,4,https://www.youtube.com/watch?v=-FEbbaZS3ns
Swing Dances,Four Count Swing,Open Two Hands,H,https://www.youtube.com/watch?v=PfB-UH_DV94
Swing Dances,Four Count Swing,Open Two Hands,4,https://www.youtube.com/watch?v=VZANnU__6MQ
Swing Dances,Four Count Swing,Open Two Hands,T,https://www.youtube.com/watch?v=P6YR-unxTEU
Swing Dances,Four Count Swing,Open Two Hands,H,https://www.youtube.com/watch?v=JrJGEq8BzJg
Swing Dances,Four Count Swing,Open Two Hands,4,https://www.youtube.com/watch?v=uqSXIe1C9L8
Swing Dances,Four Count Swing,Open Two Hands,T,https://www.youtube.com/watch?v=LKWg-7BXrnQ
Swing Dances,Four Count Swing,Open Two Hands,H,https://www.youtube.com/watch?v=Nv1VWYzzZgI
Swing Dances,Four Count Swing,Open Two Hands,4,https://www.youtube.com/watch?v=x33Yfd1BllY
Swing Dances,Four Count Swing,Open Two Hands,T,https://www.youtube.com/watch?v=j1JvuG7XuX0
Swing Dances,Four Count Swing,Open Two Hands,H,https://www.youtube.com/watch?v=zOsKwh-UmaY
Swing Dances,Four Count Swing,Open Two Hands,H,https://www.youtube.com/watch?v=1xo5qUgy8Og
Swing Dances,Four Count Swing,Cradle,H,https://www.youtube.com/watch?v=Gm8UxgqTacs
Swing Dances,Four Count Swing,Cradle,4,https://www.youtube.com/watch?v=HHcRjW-BFHc
Swing Dances,Four Count Swing,Cradle,T,https://www.youtube.com/watch?v=ZvtXnMoNPMs
Swing Dances,Four Count Swing,Cradle,H,https://www.youtube.com/watch?v=gsvrAJi1oIY
Swing Dances,Four Count Swing,Cradle,H,https://www.youtube.com/watch?v=nCfXdyPcBEo
Swing Dances,Four Count Swing,Cradle,4,https://www.youtube.com/watch?v=6gKCEQ3106k
Swing Dances,Four Count Swing,Cradle,4,https://www.youtube.com/watch?v=hyo66WbEozk
Swing Dances,Four Count Swing,Cradle,4,https://www.youtube.com/watch?v=fGX0Ypkj79s
Swing Dances,Four Count Swing,Cradle,4,https://www.youtube.com/watch?v=DZc5bADoRlc
Swing Dances,Four Count Swing,Cradle,4,https://www.youtube.com/watch?v=zIYO677Ik9M
